,id,quotes,authors
1521,1522,"It is said that no one truly knows a nation until one has been inside its jails. A nation should not be judged by how it treats its highest citizens, but its lowest ones.",nelson mandela
1516,1517,"If you talk to a man in a language he understands, that goes to his head. If you talk to him in his language, that goes to his heart.",nelson mandela
2881,2882,Those who vote decide nothing. Those who count the vote decide everything.,stalin
1267,1268,"Of the plant of birth and death, the seed is Darkness, the sprout is the thought that body is Self, the shoot is rage, the sap is deeds, the body is the stem, the life-breaths are the branches, the tops are the bodily powers, sensuous things are the flowers, sorrow is the fruit, born of varied deeds and manifold; and the Life is the bird that eats the fruit.",adi shankaracharya
2398,2399,"Obstacles do not exist to be surrendered to, but only to be broken.",adolf hitler
1897,1898,"The history of all hitherto existing society is the history of class struggles.Freeman and slave, patrician and plebeian, lord and serf, guildmaster and journeyman, in a word, oppressor and oppressed, stood in constant opposition to one another, carried on an uninterrupted, now hidden, now open fight, that each time ended, either in the revolutionary reconstitution of society at large, or in the common ruin of the contending classes.",karl marx
2703,2704,This creature softened my heart of stone. She died and with her died my last warm feelings for humanity.,stalin
328,329,Great is the power of steady misrepresentation,charles darwin
2048,2049,"Education is the kindling of a flame, not the filling of a vessel.",socrates
438,439,"Besides love and sympathy, animals exhibit other qualities connected with the social instincts which in us would be called moral.",charles darwin
450,451,"If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.",charles darwin
627,628,You should not honor men more than truth.,plato
415,416,"The following proposition seems to me in a high degree probable—namely, that any animal whatever, endowed with well-marked social instincts, the parental and filial affections being here included, would inevitably acquire a moral sense or conscience, as soon as its intellectual powers had become as well, or nearly as well developed, as in man. For, firstly, the social instincts lead an animal to take pleasure in the society of its fellows, to feel a certain amount of sympathy with them, and to perform various services for them.",charles darwin
1742,1743,"Surround yourself with people who make you happy. People who make you laugh, who help you when you’re in need. People who genuinely care. They are the ones worth keeping in your life. Everyone else is just passing through.",karl marx
611,612,One of the penalties of refusing to participate in politics is that you end up being governed by your inferiors.,plato
